Fri, Oct 25, 2024
3:24:14 PM

Temperature (K)	B-Field (Gauss)	sample I AB	sample I AD	sample I AC	sample I BD	sample I -AB	sample I -AD	sample I -AC	sample I -BD	Voltage DC	Voltage BC	Voltage BD	Voltage AC	Voltage -DC	Voltage -BC	Voltage -BD	Voltage -AC	
213.5500000	-30.7199993	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0730550	0.0866773	0.0138965	-0.0130165	-0.0739775	-0.0874835	-0.0143738	0.0125828
215.0000000	4093.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0852090	0.0989351	-0.0609824	-0.0930239	-0.0861493	-0.0995426	0.0606257	0.0923745
216.7500000	-4104.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0860936	0.1048996	0.0930451	0.0607364	-0.0870395	-0.1057087	-0.0935421	-0.0612517
218.3000000	-30.7500000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0767858	0.0910588	0.0145047	-0.0137141	-0.0776707	-0.0917465	-0.0149647	0.0130994
219.7500000	4093.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0888753	0.1032222	-0.0605924	-0.0939603	-0.0897990	-0.1036450	0.0602859	0.0930163
221.5500000	-4105.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0898644	0.1093219	0.0937356	0.0602566	-0.0907878	-0.1100109	-0.0941940	-0.0608594
223.0000000	-30.7900009	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0805472	0.0954607	0.0150913	-0.0143648	-0.0814332	-0.0960509	-0.0155226	0.0136513
224.5000000	4092.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0925330	0.1074706	-0.0599995	-0.0945513	-0.0934753	-0.1077440	0.0597307	0.0934420
226.3000000	-4104.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0936166	0.1136631	0.0940655	0.0595714	-0.0945351	-0.1142664	-0.0944985	-0.0601356
227.7000000	-30.6100006	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0841878	0.0997139	0.0156187	-0.0149439	-0.0851556	-0.1002802	-0.0160445	0.0142072
229.2000000	4093.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0960433	0.1115335	-0.0590441	-0.0946227	-0.0970217	-0.1116939	0.0587664	0.0934052
230.9500000	-4104.0000000	0.0000750	0.0000750	0.0000750	0.0000750	-0.0000750	-0.0000750	-0.0000750	-0.0000750	0.0972060	0.1177385	0.0937716	0.0584334	-0.0981235	-0.1182802	-0.0941962	-0.0588773
